component_id,closed_px,emitted_px,centroid_row,centroid_col,centroid_lon,centroid_lat,median_distance_to_known_m,assessment
321,29,29,544.0,1531.0,-118.2166,40.2309,2451.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
322,195,169,549.45,2353.56,-117.2497,40.2322,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
324,65,65,555.51,664.55,-119.2342,40.2054,1421.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
325,88,77,557.65,1375.82,-118.3987,40.2166,2024.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
326,49,49,559.49,225.43,-119.7495,40.1907,4785.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
329,96,88,567.55,514.82,-119.4096,40.191,3480.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
331,147,134,577.28,212.35,-119.7642,40.1743,6340.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
332,123,116,571.67,1654.74,-118.0708,40.2075,7618.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
333,57,53,570.0,546.0,-119.3729,40.1896,5940.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
334,29,29,568.0,3126.0,-116.3419,40.2138,3337.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
335,29,29,570.0,274.0,-119.6921,40.1826,1236.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
338,53,53,573.57,232.83,-119.7403,40.1783,4512.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
339,101,90,577.43,2070.87,-117.5818,40.2058,2935.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
340,29,29,574.0,1524.0,-118.2243,40.2038,2830.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
341,29,29,575.0,1366.0,-118.4099,40.2008,1878.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
342,29,29,575.0,1940.0,-117.7356,40.2071,500.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
345,50,46,578.5,1192.0,-118.6142,40.195,4594.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
347,61,60,583.54,2626.82,-116.9285,40.2017,2864.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
348,110,97,589.25,2747.95,-116.7862,40.1964,2716.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
353,69,69,590.61,1200.87,-118.6036,40.1842,3452.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
354,38,38,588.5,1936.5,-117.7396,40.1949,1036.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
355,31,29,588.81,1037.1,-118.7959,40.183,2473.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
357,29,29,593.0,1487.0,-118.2675,40.1863,608.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
359,18,18,593.0,3288.0,-116.1518,40.1901,2706.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
360,147,131,603.43,1510.92,-118.2392,40.1772,781.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
361,36,36,595.5,494.0,-119.4331,40.1654,3278.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
362,98,90,601.19,2577.08,-116.987,40.1858,5120.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
364,65,58,601.0,2063.0,-117.5909,40.1845,2608.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
365,43,43,601.0,221.0,-119.7532,40.1532,5433.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
366,36,36,603.0,2080.5,-117.5703,40.1828,4319.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
367,102,94,606.98,1545.06,-118.1991,40.1744,412.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
368,132,121,616.63,1893.28,-117.79,40.1692,1400.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
370,125,122,615.07,1817.78,-117.8787,40.17,860.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
371,36,36,614.5,240.0,-119.7304,40.1416,3579.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
372,36,36,614.5,1652.0,-118.0734,40.1688,6767.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
373,110,97,616.4,2318.3,-117.2909,40.1717,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
375,29,29,617.0,1494.0,-118.2589,40.1647,1941.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
376,36,36,619.0,1580.5,-118.1573,40.164,3930.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
377,29,29,619.0,2010.0,-117.653,40.1679,1627.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
378,43,43,623.0,1477.0,-118.2787,40.1591,2508.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
379,115,103,626.82,2398.97,-117.1961,40.1626,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
380,31,29,623.1,2653.81,-116.8969,40.166,1984.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
381,54,54,625.11,1802.48,-117.8966,40.1608,1070.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
383,62,53,626.29,1194.0,-118.6109,40.152,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
384,29,22,630.0,2024.0,-117.6364,40.1581,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
385,80,80,634.21,2065.7,-117.5874,40.1546,2228.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
386,188,173,647.61,2077.46,-117.5735,40.1426,2900.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
387,68,67,643.41,2595.82,-116.965,40.1478,4534.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
388,29,29,643.0,1975.0,-117.6938,40.1461,3130.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
389,102,100,651.18,1425.48,-118.3387,40.133,2001.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
390,29,29,647.0,2232.0,-117.3921,40.1439,5308.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
392,132,125,657.48,2877.01,-116.6349,40.1345,3785.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
394,36,36,658.5,253.0,-119.7136,40.1024,4814.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
395,88,72,663.33,1919.1,-117.7593,40.1273,170.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
396,46,46,662.0,491.22,-119.4343,40.1054,6088.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
397,59,58,662.93,2237.66,-117.3854,40.1295,3820.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
398,74,74,663.32,2847.95,-116.6691,40.1294,1972.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
399,133,110,665.61,2814.86,-116.7079,40.1274,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
400,70,70,668.66,520.07,-119.4002,40.1002,8325.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
401,71,69,674.61,2599.68,-116.9605,40.1197,2729.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
402,69,69,676.2,2253.36,-117.3669,40.1176,2800.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
405,195,180,693.47,460.79,-119.4689,40.0764,2501.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
406,93,90,693.22,1846.54,-117.8441,40.0998,2280.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
407,176,175,696.07,256.4,-119.7083,40.0687,8158.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
408,72,71,692.62,672.17,-119.2212,40.0821,3301.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
410,90,90,696.4,3146.39,-116.3191,40.098,2644.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
412,118,114,700.41,2745.41,-116.7895,40.0962,2443.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
413,147,143,702.1,2870.17,-116.6432,40.0944,3546.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
414,178,153,704.28,2463.9,-117.1198,40.0929,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
415,63,58,699.7,1923.25,-117.754,40.0946,500.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
418,29,29,704.0,2365.0,-117.2358,40.0929,3801.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
419,48,48,706.5,3195.5,-116.2616,40.0886,3661.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
421,178,177,718.29,278.6,-119.6815,40.0493,10008.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
422,49,49,713.37,253.84,-119.7107,40.053,9871.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
423,38,38,714.5,2211.5,-117.4158,40.083,2197.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
424,49,45,717.86,820.04,-119.0472,40.0626,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
425,164,133,724.39,2975.63,-116.5196,40.0738,3301.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
426,76,75,719.54,632.59,-119.2668,40.057,2137.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
427,38,38,719.5,527.5,-119.3899,40.0546,7702.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
428,28,24,719.07,983.93,-118.8551,40.0648,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
430,88,81,729.11,1070.73,-118.7532,40.0573,1300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
433,72,72,729.06,2213.32,-117.4136,40.0699,3083.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
436,29,29,729.0,2734.0,-116.803,40.0705,3900.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
438,29,29,732.0,2939.0,-116.5626,40.0671,1486.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
439,29,29,734.0,1135.0,-118.6777,40.054,1414.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
440,78,66,736.71,3097.45,-116.3768,40.062,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
441,60,56,737.0,2693.5,-116.8505,40.0634,3457.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
442,120,104,741.26,3004.91,-116.4854,40.0585,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
443,133,122,754.4,3286.98,-116.1548,40.0447,5256.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
444,29,29,742.0,525.0,-119.3921,40.0342,7616.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
445,190,182,752.89,2475.29,-117.1063,40.0491,412.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
446,65,65,747.94,2107.72,-117.5373,40.0524,1910.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
449,29,29,756.0,2988.0,-116.5053,40.0453,1140.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
450,29,29,762.0,2704.0,-116.8382,40.0408,5197.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
452,36,36,765.0,1106.5,-118.7104,40.0256,700.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
453,36,36,767.5,514.0,-119.4042,40.011,8280.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
454,29,29,778.0,1299.0,-118.4846,40.017,8280.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
455,29,29,786.0,1559.0,-118.1799,40.0133,9141.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
457,29,29,796.0,1009.0,-118.8239,39.9959,447.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
458,61,60,797.15,1115.39,-118.6993,39.9968,1627.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
459,44,44,797.95,1806.36,-117.89,40.0051,3111.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
461,139,137,806.83,490.85,-119.4301,39.9751,4318.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
462,29,29,806.0,605.0,-119.2965,39.9785,1697.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
465,44,44,834.36,1264.95,-118.5234,39.9657,3900.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
466,75,75,837.89,606.77,-119.2935,39.9499,3255.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
468,106,106,849.51,481.01,-119.4402,39.9364,3057.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
471,195,183,866.83,365.98,-119.5741,39.9179,8586.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
475,171,162,870.88,61.74,-119.9295,39.9058,1253.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
479,112,100,890.5,1540.07,-118.2005,39.9189,400.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
482,100,85,892.86,1447.35,-118.3089,39.9156,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
483,99,91,892.63,338.26,-119.6056,39.894,7349.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
485,28,24,897.07,573.07,-119.3311,39.8958,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
486,62,51,901.0,136.71,-119.8408,39.8809,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
488,29,29,913.0,313.0,-119.6345,39.8749,4504.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
491,89,77,930.27,1529.0,-118.2128,39.883,1303.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
493,36,30,936.5,1466.0,-118.2863,39.8766,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
494,181,141,946.09,690.34,-119.1926,39.8543,761.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
498,135,132,950.79,731.19,-119.1448,39.851,1614.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
499,29,29,946.0,584.0,-119.3168,39.852,3238.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
504,59,50,954.34,1251.07,-118.5372,39.8574,170.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
505,67,67,956.76,676.22,-119.2088,39.8444,1392.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
506,147,142,965.73,709.93,-119.1692,39.8371,1710.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
507,64,60,970.5,757.0,-119.1141,39.8338,1005.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
508,96,80,972.31,614.19,-119.2808,39.829,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
509,41,41,976.66,742.34,-119.131,39.8279,2140.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
510,128,99,990.65,544.05,-119.3621,39.8109,2059.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
512,43,43,987.0,560.0,-119.3436,39.8145,3606.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
514,29,29,994.0,749.0,-119.1228,39.8125,2158.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
516,95,92,999.13,899.35,-118.9471,39.8109,2854.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
517,71,65,998.0,257.0,-119.6969,39.7969,948.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
518,29,29,999.0,573.0,-119.3281,39.804,4176.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
523,70,70,1007.9,561.57,-119.3411,39.7958,2915.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
524,160,141,1012.41,889.29,-118.9585,39.7988,1802.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
525,63,54,1008.76,1186.3,-118.6118,39.8074,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
528,110,92,1038.35,385.05,-119.5461,39.764,724.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
530,29,29,1039.0,575.0,-119.3245,39.7681,1431.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
531,27,27,1041.81,633.07,-119.2567,39.7669,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
532,83,77,1044.19,515.45,-119.3938,39.762,400.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
533,60,58,1045.5,821.5,-119.0367,39.7676,2109.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
535,112,92,1068.43,1141.54,-118.6628,39.7529,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
536,38,35,1064.71,1356.89,-118.4115,39.7596,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
537,82,64,1068.84,1194.66,-118.6008,39.7534,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
538,29,29,1066.0,915.0,-118.9271,39.751,1612.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
539,160,142,1074.17,593.57,-119.3018,39.7368,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
540,38,38,1072.5,1038.5,-118.7829,39.7475,4115.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
543,122,113,1081.16,1295.3,-118.4831,39.7439,360.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
544,86,75,1090.26,515.97,-119.3918,39.7205,948.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
546,129,105,1107.16,288.22,-119.6567,39.6995,800.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
547,91,91,1108.58,766.87,-119.0988,39.7097,1204.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
548,29,29,1106.0,387.0,-119.5416,39.7032,1843.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
549,35,30,1111.43,752.06,-119.1159,39.7068,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
551,56,56,1125.71,306.59,-119.6346,39.6833,1226.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
552,41,41,1133.34,638.66,-119.2475,39.6846,860.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
553,31,29,1137.1,287.81,-119.6561,39.6726,806.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
554,26,26,1138.12,869.27,-118.9786,39.6852,291.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
555,37,31,1163.59,963.51,-118.8681,39.6641,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
558,34,34,1199.38,1023.12,-118.7979,39.6329,316.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
559,38,38,1208.5,1413.5,-118.3429,39.6309,1524.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
562,65,65,1215.45,410.75,-119.5104,39.6052,1500.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
563,96,85,1216.59,458.57,-119.4547,39.6054,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
564,29,29,1219.0,578.0,-119.3156,39.6061,2247.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
567,38,36,1224.68,598.08,-119.2921,39.6014,2273.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
568,126,120,1228.5,1447.27,-118.3033,39.6133,2158.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
570,149,111,1234.6,630.62,-119.2539,39.5932,400.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
573,46,44,1237.0,1418.22,-118.337,39.6053,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
574,90,74,1241.94,802.04,-119.0542,39.5903,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
576,38,38,1250.5,419.5,-119.499,39.5739,1301.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
579,82,80,1255.41,1405.12,-118.3519,39.5885,806.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
580,114,104,1261.8,585.63,-119.3054,39.5677,2194.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
581,47,47,1261.79,680.23,-119.1954,39.5699,2377.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
582,29,29,1265.0,1419.0,-118.3356,39.58,1749.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
583,77,74,1271.25,739.0,-119.1268,39.5626,2355.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
584,29,29,1271.0,292.0,-119.6466,39.5522,1431.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
585,36,35,1277.5,1233.67,-118.551,39.5661,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
586,43,43,1279.0,711.0,-119.1591,39.555,2140.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
587,54,47,1287.78,669.52,-119.2071,39.5462,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
588,65,55,1287.25,770.55,-119.0896,39.5489,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
590,47,46,1293.21,481.77,-119.4253,39.537,3233.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
591,116,115,1297.62,809.38,-119.0442,39.5403,761.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
592,83,74,1297.14,726.6,-119.1405,39.539,316.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
596,90,81,1305.44,1075.87,-118.734,39.5383,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
597,130,119,1320.51,936.45,-118.8958,39.5222,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
599,87,85,1322.29,687.83,-119.1848,39.5156,1360.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
600,58,52,1322.64,954.52,-118.8748,39.5207,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
601,28,24,1324.11,1306.0,-118.466,39.5252,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
602,82,75,1329.89,703.89,-119.166,39.5091,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
604,62,62,1334.24,1644.35,-118.0722,39.5204,1396.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
605,27,27,1336.07,789.19,-119.0666,39.5053,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
606,29,29,1338.0,801.0,-119.0529,39.5038,1303.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
607,29,29,1340.0,537.0,-119.3596,39.4962,1392.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
608,29,29,1340.0,575.0,-119.3155,39.4971,1334.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
610,102,95,1353.71,1302.56,-118.4694,39.4985,1486.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
612,29,29,1350.0,489.0,-119.4151,39.486,1166.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
619,82,76,1366.82,1605.7,-118.1167,39.4906,2616.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
620,192,176,1367.33,445.79,-119.4647,39.4694,538.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
621,110,107,1373.75,523.5,-119.3743,39.4655,1523.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
622,29,29,1378.0,596.0,-119.2899,39.4634,2408.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
624,29,29,1386.0,1594.0,-118.1301,39.4732,1421.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
625,31,29,1387.9,814.19,-119.0362,39.4591,2360.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
627,71,68,1392.68,1606.39,-118.1156,39.4673,2039.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
628,37,34,1404.41,656.49,-119.2189,39.4409,253.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
629,52,52,1410.85,304.15,-119.6278,39.4266,3694.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
631,164,138,1431.62,1352.15,-118.4103,39.429,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
633,29,29,1427.0,1689.0,-118.0191,39.4373,2236.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
